C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,0,0,0,0,0,0,0,0,0,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,0,0,1,0,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,0,0,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,0,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,1,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,0,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,0,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,0,1,1,1,1,0,0,0,1,1,1,1,0
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,0,1,1,1
B.20-40,1,1,1,1,1,1,1,0,0,1,1,1,1,0
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,0
B.20-40,1,1,1,1,1,1,1,0,0,1,1,1,1,0
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,0,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,1,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,1,0,0,1,1,1,1,0
B.20-40,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,1
B.20-40,1,1,1,1,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,0,1,0,0,0,1,1,1,1,0
B.20-40,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,0,1
C.40-60,1,1,1,0,1,0,0,0,0,0,0,0,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,0,0,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
A.0-20,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
A.0-20,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,0,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,0,0
B.20-40,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,0,1,0
B.20-40,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,0
C.40-60,1,1,1,0,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,0,0
B.20-40,1,1,1,1,0,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,0
C.40-60,0,0,0,0,0,0,0,0,0,1,1,1,0,0
B.20-40,1,1,1,1,1,0,0,0,0,1,1,1,1,0
B.20-40,1,1,1,0,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,0,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,0,0,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,0,0
D.60+,1,1,1,1,0,0,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,0,0,0,0,0,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
A.0-20,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,0,0,0
C.40-60,0,0,0,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,0
A.0-20,1,1,1,0,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,0
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,1,0,0,1,1,1,1,0
C.40-60,0,0,0,0,0,0,0,0,0,1,1,1,0,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,0
A.0-20,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,0,0,0,0,0,0,0,0,0,1,0,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
D.60+,1,1,1,1,1,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,0,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,0,0,0,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,0,0,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
A.0-20,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,0,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,1,1,1,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,0,0
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,0
B.20-40,0,1,0,0,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,1,1,0,0,1,1,0,1,1
A.0-20,1,1,1,1,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,0,1
A.0-20,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,0
A.0-20,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,0,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
B.20-40,1,1,1,0,0,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,0,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,0,1,1
A.0-20,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,1,0,0,0,1,1,0,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,0,1,1
A.0-20,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
A.0-20,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,0,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,0,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,1
B.20-40,1,1,1,0,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,0,1,1,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,0,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,0,0,1,1,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,0,0,0,0,1,1,0,1,1
C.40-60,1,1,1,1,1,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,0,1,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,0,0,0,0,1,1,1,0,1
A.0-20,1,0,1,1,1,0,0,0,0,1,1,1,1,0
C.40-60,1,1,1,1,1,1,1,0,0,1,1,1,1,1
C.40-60,1,1,1,0,1,0,0,0,0,1,1,1,1,1
B.20-40,1,1,1,1,1,1,1,0,0,1,1,1,1,1
A.0-20,1,0,1,0,0,0,0,0,0,1,1,1,1,0
